"","V1","V2"
"146",0.9855,1.17770814508774
"147",0.9854,1.17786091948526
"148",0.9853,1.178012868914
"149",0.9852,1.17816400374395
"150",0.9851,1.17831433414521
"151",0.985,1.1784638700931
"152",0.9849,1.17861262137317
"153",0.9848,1.1787605975861
"154",0.9847,1.17890780815234
"155",0.9846,1.17905426231665
"156",0.9845,1.17919996915256
"157",0.9844,1.17934493756655
"158",0.9843,1.17948917630224
"159",0.9842,1.17963269394437
"160",0.9841,1.17977549892266
"161",0.984,1.1799175995156
"162",0.9839,1.18005900385409
"163",0.9838,1.18019971992494
"164",0.9837,1.18033975557435
"165",0.9836,1.1804791185112
"166",0.9835,1.18061781631031
"167",0.9834,1.18075585641553
"168",0.9833,1.18089324614283
"169",0.9832,1.18102999268321
"170",0.9831,1.18116610310561
"171",0.983,1.18130158435965
"172",0.9829,1.18143644327837
"173",0.9828,1.18157068658086
"174",0.9827,1.18170432087479
"175",0.9826,1.18183735265891
"176",0.9825,1.18196978832546
"177",0.9824,1.18210163416251
"178",0.9823,1.18223289635625
"179",0.9822,1.18236358099323
"180",0.9821,1.18249369406246
"181",0.982,1.18262324145757
"182",0.9819,1.18275222897882
"183",0.9818,1.18288066233512
"184",0.9817,1.18300854714591
"185",0.9816,1.18313588894311
"186",0.9815,1.18326269317289
"187",0.9814,1.18338896519753
"188",0.9813,1.18351471029707
"189",0.9812,1.18363993367111
"190",0.9811,1.18376464044035
"191",0.981,1.18388883564829
"192",0.9809,1.18401252426273
"193",0.9808,1.18413571117735
"194",0.9807,1.18425840121316
"195",0.9806,1.18438059911999
"196",0.9805,1.18450230957783
"197",0.9804,1.18462353719833
"198",0.9803,1.18474428652601
"199",0.9802,1.18486456203968
"200",0.9801,1.18498436815366
"201",0.98,1.18510370921907
"202",0.9799,1.18522258952499
"203",0.9798,1.1853410132997
"204",0.9797,1.18545898471185
"205",0.9796,1.18557650787152
"206",0.9795,1.18569358683142
"207",0.9794,1.18581022558789
"208",0.9793,1.185926428082
"209",0.9792,1.18604219820057
"210",0.9791,1.18615753977716
"211",0.979,1.18627245659308
"212",0.9789,1.18638695237831
"213",0.9788,1.18650103081248
"214",0.9787,1.18661469552576
"215",0.9786,1.18672795009975
"216",0.9785,1.18684079806838
"217",0.9784,1.18695324291875
"218",0.9783,1.18706528809195
"219",0.9782,1.1871769369839
"220",0.9781,1.18728819294615
"221",0.978,1.18739905928663
"222",0.9779,1.18750953927046
"223",0.9778,1.18761963612065
"224",0.9777,1.18772935301886
"225",0.9776,1.18783869310612
"226",0.9775,1.18794765948351
"227",0.9774,1.18805625521283
"228",0.9773,1.18816448331732
"229",0.9772,1.18827234678227
"230",0.9771,1.18837984855568
"231",0.977,1.18848699154888
"232",0.9769,1.18859377863714
"233",0.9768,1.18870021266031
"234",0.9767,1.18880629642333
"235",0.9766,1.18891203269691
"236",0.9765,1.18901742421798
"237",0.9764,1.18912247369036
"238",0.9763,1.1892271837852
"239",0.9762,1.18933155714157
"240",0.9761,1.18943559636697
"241",0.976,1.18953930403782
"242",0.9759,1.18964268269997
"243",0.9758,1.18974573486921
"244",0.9757,1.18984846303171
"245",0.9756,1.1899508696445
"246",0.9755,1.19005295713596
"247",0.9754,1.19015472790624
"248",0.9753,1.1902561843277
"249",0.9752,1.19035732874538
"250",0.9751,1.19045816347737
"251",0.975,1.19055869081526
"252",0.9749,1.19065891302457
"253",0.9748,1.1907588323451
"254",0.9747,1.19085845099134
"255",0.9746,1.19095777115288
"256",0.9745,1.19105679499476
"257",0.9744,1.19115552465787
"258",0.9743,1.19125396225926
"259",0.9742,1.19135210989256
"260",0.9741,1.1914499696283
"261",0.974,1.19154754351422
"262",0.9739,1.19164483357569
"263",0.9738,1.19174184181597
"264",0.9737,1.19183857021654
"265",0.9736,1.19193502073748
"266",0.9735,1.19203119531769
"267",0.9734,1.19212709587528
"268",0.9733,1.19222272430783
"269",0.9732,1.19231808249268
"270",0.9731,1.19241317228725
"271",0.973,1.1925079955293
"272",0.9729,1.19260255403724
"273",0.9728,1.19269684961035
"274",0.9727,1.19279088402912
"275",0.9726,1.19288465905545
"276",0.9725,1.19297817643297
"277",0.9724,1.19307143788726
"278",0.9723,1.19316444512609
"279",0.9722,1.19325719983973
"280",0.9721,1.19334970370109
"281",0.972,1.19344195836608
"282",0.9719,1.19353396547375
"283",0.9718,1.19362572664656
"284",0.9717,1.1937172434906
"285",0.9716,1.19380851759582
"286",0.9715,1.19389955053623
"287",0.9714,1.19399034387014
"288",0.9713,1.19408089914036
"289",0.9712,1.19417121787439
"290",0.9711,1.19426130158467
"291",0.971,1.19435115176873
"292",0.9709,1.19444076990942
"293",0.9708,1.19453015747509
"294",0.9707,1.19461931591978
"295",0.9706,1.19470824668343
"296",0.9705,1.19479695119205
"297",0.9704,1.19488543085787
"298",0.9703,1.19497368707958
"299",0.9702,1.19506172124247
"300",0.9701,1.1951495347186
"301",0.97,1.19523712886698
"302",0.9699,1.19532450503375
"303",0.9698,1.1954116645523
"304",0.9697,1.1954986087435
"305",0.9696,1.1955853389158
"306",0.9695,1.19567185636541
"307",0.9694,1.19575816237646
"308",0.9693,1.19584425822115
"309",0.9692,1.19593014515988
"310",0.9691,1.19601582444144
"311",0.969,1.1961012973031
"312",0.9689,1.19618656497079
"313",0.9688,1.19627162865923
"314",0.9687,1.19635648957209
"315",0.9686,1.19644114890207
"316",0.9685,1.19652560783111
"317",0.9684,1.19660986753043
"318",0.9683,1.19669392916076
"319",0.9682,1.1967777938724
"320",0.9681,1.19686146280537
"321",0.968,1.19694493708951
"322",0.9679,1.19702821784465
"323",0.9678,1.19711130618069
"324",0.9677,1.19719420319772
"325",0.9676,1.19727690998617
"326",0.9675,1.19735942762688
"327",0.9674,1.19744175719126
"328",0.9673,1.19752389974136
"329",0.9672,1.19760585632999
"330",0.9671,1.19768762800087
"331",0.967,1.19776921578865
"332",0.9669,1.19785062071912
"333",0.9668,1.19793184380923
"334",0.9667,1.19801288606724
"335",0.9666,1.19809374849279
"336",0.9665,1.19817443207701
"337",0.9664,1.19825493780265
"338",0.9663,1.19833526664411
"339",0.9662,1.1984154195676
"340",0.9661,1.19849539753119
"341",0.966,1.19857520148492
"342",0.9659,1.19865483237091
"343",0.9658,1.19873429112339
"344",0.9657,1.19881357866885
"345",0.9656,1.19889269592611
"346",0.9655,1.19897164380639
"347",0.9654,1.1990504232134
"348",0.9653,1.19912903504344
"349",0.9652,1.19920748018545
"350",0.9651,1.19928575952114
"351",0.965,1.19936387392502
"352",0.9649,1.1994418242645
"353",0.9648,1.19951961139999
"354",0.9647,1.19959723618492
"355",0.9646,1.19967469946589
"356",0.9645,1.19975200208267
"357",0.9644,1.19982914486833
"358",0.9643,1.19990612864929
"359",0.9642,1.19998295424538
"360",0.9641,1.20005962246993
"361",0.964,1.20013613412985
"362",0.9639,1.20021249002566
"363",0.9638,1.20028869095159
"364",0.9637,1.20036473769563
"365",0.9636,1.20044063103962
"366",0.9635,1.20051637175928
"367",0.9634,1.20059196062431
"368",0.9633,1.20066739839842
"369",0.9632,1.20074268583941
"370",0.9631,1.20081782369924
"371",0.963,1.20089281272408
"372",0.9629,1.20096765365437
"373",0.9628,1.20104234722488
"374",0.9627,1.20111689416476
"375",0.9626,1.20119129519763
"376",0.9625,1.20126555104161
"377",0.9624,1.20133966240935
"378",0.9623,1.20141363000816
"379",0.9622,1.20148745453999
"380",0.9621,1.20156113670154
"381",0.962,1.20163467718427
"382",0.9619,1.20170807667448
"383",0.9618,1.20178133585336
"384",0.9617,1.20185445539702
"385",0.9616,1.20192743597657
"386",0.9615,1.20200027825817
"387",0.9614,1.20207298290303
"388",0.9613,1.20214555056752
"389",0.9612,1.2022179819032
"390",0.9611,1.20229027755685
"391",0.961,1.20236243817052
"392",0.9609,1.20243446438161
"393",0.9608,1.20250635682287
"394",0.9607,1.20257811612248
"395",0.9606,1.20264974290407
"396",0.9605,1.20272123778678
"397",0.9604,1.20279260138531
"398",0.9603,1.20286383430993
"399",0.9602,1.20293493716658
"400",0.9601,1.20300591055684
"401",0.96,1.20307675507804
"402",0.9599,1.20314747132325
"403",0.9598,1.20321805988136
"404",0.9597,1.20328852133707
"405",0.9596,1.203358856271
"406",0.9595,1.20342906525967
"407",0.9594,1.20349914887555
"408",0.9593,1.20356910768713
"409",0.9592,1.20363894225892
"410",0.9591,1.2037086531515
"411",0.959,1.20377824092157
"412",0.9589,1.20384770612197
"413",0.9588,1.20391704930173
"414",0.9587,1.20398627100608
"415",0.9586,1.20405537177652
"416",0.9585,1.20412435215083
"417",0.9584,1.20419321266312
"418",0.9583,1.20426195384384
"419",0.9582,1.20433057621984
"420",0.9581,1.20439908031439
"421",0.958,1.20446746664723
"422",0.9579,1.20453573573456
"423",0.9578,1.20460388808913
"424",0.9577,1.20467192422021
"425",0.9576,1.20473984463369
"426",0.9575,1.20480764983205
"427",0.9574,1.20487534031441
"428",0.9573,1.20494291657659
"429",0.9572,1.20501037911108
"430",0.9571,1.20507772840715
"431",0.957,1.20514496495079
"432",0.9569,1.2052120892248
"433",0.9568,1.20527910170882
"434",0.9567,1.20534600287931
"435",0.9566,1.20541279320963
"436",0.9565,1.20547947317002
"437",0.9564,1.20554604322769
"438",0.9563,1.20561250384677
"439",0.9562,1.20567885548841
"440",0.9561,1.20574509861074
"441",0.956,1.20581123366897
"442",0.9559,1.20587726111533
"443",0.9558,1.20594318139918
"444",0.9557,1.20600899496697
"445",0.9556,1.2060747022623
"446",0.9555,1.20614030372593
"447",0.9554,1.20620579979583
"448",0.9553,1.20627119090716
"449",0.9552,1.20633647749233
"450",0.9551,1.20640165998101
"451",0.955,1.20646673880015
"452",0.9549,1.20653171437402
"453",0.9548,1.20659658712422
"454",0.9547,1.2066613574697
"455",0.9546,1.20672602582678
"456",0.9545,1.20679059260918
"457",0.9544,1.20685505822806
"458",0.9543,1.20691942309201
"459",0.9542,1.20698368760707
"460",0.9541,1.20704785217679
"461",0.954,1.20711191720221
"462",0.9539,1.20717588308191
"463",0.9538,1.20723975021201
"464",0.9537,1.20730351898619
"465",0.9536,1.20736718979573
"466",0.9535,1.20743076302953
"467",0.9534,1.20749423907408
"468",0.9533,1.20755761831356
"469",0.9532,1.2076209011298
"470",0.9531,1.20768408790231
"471",0.953,1.20774717900832
"472",0.9529,1.20781017482276
"473",0.9528,1.20787307571833
"474",0.9527,1.20793588206547
"475",0.9526,1.20799859423242
"476",0.9525,1.20806121258519
"477",0.9524,1.20812373748763
"478",0.9523,1.20818616930142
"479",0.9522,1.20824850838607
"480",0.9521,1.20831075509898
"481",0.952,1.20837290979542
"482",0.9519,1.20843497282857
"483",0.9518,1.20849694454952
"484",0.9517,1.20855882530731
"485",0.9516,1.20862061544891
"486",0.9515,1.20868231531927
"487",0.9514,1.20874392526133
"488",0.9513,1.20880544561602
"489",0.9512,1.20886687672228
"490",0.9511,1.20892821891709
"491",0.951,1.20898947253548
"492",0.9509,1.20905063791054
"493",0.9508,1.20911171537343
"494",0.9507,1.20917270525339
"495",0.9506,1.20923360787781
"496",0.9505,1.20929442357215
"497",0.9504,1.20935515266004
"498",0.9503,1.20941579546325
"499",0.9502,1.20947635230172
"500",0.9501,1.20953682349356
"501",0.95,1.20959720935508
"502",0.9499,1.20965751020079
"503",0.9498,1.20971772634342
"504",0.9497,1.20977785809396
"505",0.9496,1.20983790576161
"506",0.9495,1.20989786965385
"507",0.9494,1.20995775007644
"508",0.9493,1.21001754733342
"509",0.9492,1.21007726172713
"510",0.9491,1.21013689355821
"511",0.949,1.21019644312567
"512",0.9489,1.2102559107268
"513",0.9488,1.21031529665728
"514",0.9487,1.21037460121115
"515",0.9486,1.21043382468082
"516",0.9485,1.21049296735708
"517",0.9484,1.21055202952913
"518",0.9483,1.21061101148458
"519",0.9482,1.21066991350946
"520",0.9481,1.21072873588825
"521",0.948,1.21078747890385
"522",0.9479,1.21084614283764
"523",0.9478,1.21090472796946
"524",0.9477,1.21096323457764
"525",0.9476,1.211021662939
"526",0.9475,1.21108001332885
"527",0.9474,1.21113828602103
"528",0.9473,1.2111964812879
"529",0.9472,1.21125459940035
"530",0.9471,1.21131264062783
"531",0.947,1.21137060523833
"532",0.9469,1.21142849349841
"533",0.9468,1.21148630567324
"534",0.9467,1.21154404202652
"535",0.9466,1.2116017028206
"536",0.9465,1.21165928831642
"537",0.9464,1.21171679877352
"538",0.9463,1.2117742344501
"539",0.9462,1.21183159560298
"540",0.9461,1.21188888248763
"541",0.946,1.21194609535817
"542",0.9459,1.21200323446741
"543",0.9458,1.21206030006682
"544",0.9457,1.21211729240655
"545",0.9456,1.21217421173545
"546",0.9455,1.21223105830109
"547",0.9454,1.21228783234973
"548",0.9453,1.21234453412637
"549",0.9452,1.21240116387473
"550",0.9451,1.21245772183727
"551",0.945,1.21251420825522
"552",0.9449,1.21257062336853
"553",0.9448,1.21262696741596
"554",0.9447,1.21268324063501
"555",0.9446,1.21273944326199
"556",0.9445,1.21279557553197
"557",0.9444,1.21285163767886
"558",0.9443,1.21290762993534
"559",0.9442,1.21296355253295
"560",0.9441,1.213019405702
"561",0.944,1.21307518967169
"562",0.9439,1.21313090467002
"563",0.9438,1.21318655092386
"564",0.9437,1.21324212865894
"565",0.9436,1.21329763809982
"566",0.9435,1.21335307946999
"567",0.9434,1.21340845299176
"568",0.9433,1.21346375888638
"569",0.9432,1.21351899737395
"570",0.9431,1.21357416867351
"571",0.943,1.21362927300299
"572",0.9429,1.21368431057924
"573",0.9428,1.21373928161804
"574",0.9427,1.2137941863341
"575",0.9426,1.21384902494106
"576",0.9425,1.21390379765152
"577",0.9424,1.21395850467702
"578",0.9423,1.21401314622808
"579",0.9422,1.21406772251417
"580",0.9421,1.21412223374374
"581",0.942,1.21417668012421
"582",0.9419,1.21423106186201
"583",0.9418,1.21428537916254
"584",0.9417,1.21433963223023
"585",0.9416,1.21439382126848
"586",0.9415,1.21444794647974
"587",0.9414,1.21450200806545
"588",0.9413,1.2145560062261
"589",0.9412,1.21460994116121
"590",0.9411,1.21466381306933
"591",0.941,1.21471762214805
"592",0.9409,1.21477136859404
"593",0.9408,1.21482505260299
"594",0.9407,1.2148786743697
"595",0.9406,1.21493223408799
"596",0.9405,1.2149857319508
"597",0.9404,1.21503916815013
"598",0.9403,1.21509254287706
"599",0.9402,1.21514585632179
"600",0.9401,1.21519910867361
"601",0.94,1.2152523001209
"602",0.9399,1.21530543085116
"603",0.9398,1.21535850105103
"604",0.9397,1.21541151090624
"605",0.9396,1.21546446060166
"606",0.9395,1.2155173503213
"607",0.9394,1.21557018024831
"608",0.9393,1.21562295056497
"609",0.9392,1.21567566145272
"610",0.9391,1.21572831309217
"611",0.939,1.21578090566306
"612",0.9389,1.21583343934432
"613",0.9388,1.21588591431404
"614",0.9387,1.2159383307495
"615",0.9386,1.21599068882714
"616",0.9385,1.21604298872261
"617",0.9384,1.21609523061074
"618",0.9383,1.21614741466555
"619",0.9382,1.21619954106028
"620",0.9381,1.21625160996736
"621",0.938,1.21630362155845
"622",0.9379,1.21635557600441
"623",0.9378,1.21640747347532
"624",0.9377,1.2164593141405
"625",0.9376,1.2165110981685
"626",0.9375,1.2165628257271
"627",0.9374,1.21661449698332
"628",0.9373,1.21666611210342
"629",0.9372,1.21671767125293
"630",0.9371,1.21676917459661
"631",0.937,1.2168206222985
"632",0.9369,1.21687201452189
"633",0.9368,1.21692335142934
"634",0.9367,1.21697463318268
"635",0.9366,1.21702585994303
"636",0.9365,1.21707703187078
"637",0.9364,1.21712814912561
"638",0.9363,1.21717921186648
"639",0.9362,1.21723022025166
"640",0.9361,1.2172811744387
"641",0.936,1.21733207458448
"642",0.9359,1.21738292084516
"643",0.9358,1.21743371337622
"644",0.9357,1.21748445233246
"645",0.9356,1.21753513786799
"646",0.9355,1.21758577013626
"647",0.9354,1.21763634929002
"648",0.9353,1.21768687548138
"649",0.9352,1.21773734886176
"650",0.9351,1.21778776958194
"651",0.935,1.21783813779204
"652",0.9349,1.21788845364151
"653",0.9348,1.21793871727916
"654",0.9347,1.21798892885317
"655",0.9346,1.21803908851105
"656",0.9345,1.21808919639971
"657",0.9344,1.21813925266538
"658",0.9343,1.21818925745369
"659",0.9342,1.21823921090964
"660",0.9341,1.2182891131776
"661",0.934,1.21833896440133
"662",0.9339,1.21838876472396
"663",0.9338,1.21843851428801
"664",0.9337,1.21848821323542
"665",0.9336,1.21853786170748
"666",0.9335,1.21858745984491
"667",0.9334,1.21863700778782
"668",0.9333,1.21868650567572
"669",0.9332,1.21873595364755
"670",0.9331,1.21878535184164
"671",0.933,1.21883470039575
"672",0.9329,1.21888399944704
"673",0.9328,1.21893324913211
"674",0.9327,1.21898244958699
"675",0.9326,1.21903160094711
"676",0.9325,1.21908070334736
"677",0.9324,1.21912975692206
"678",0.9323,1.21917876180496
"679",0.9322,1.21922771812925
"680",0.9321,1.21927662602758
"681",0.932,1.21932548563203
"682",0.9319,1.21937429707415
"683",0.9318,1.21942306048492
"684",0.9317,1.21947177599479
"685",0.9316,1.21952044373369
"686",0.9315,1.21956906383097
"687",0.9314,1.21961763641548
"688",0.9313,1.21966616161553
"689",0.9312,1.21971463955891
"690",0.9311,1.21976307037286
"691",0.931,1.21981145418412
"692",0.9309,1.21985979111891
"693",0.9308,1.21990808130292
"694",0.9307,1.21995632486135
"695",0.9306,1.22000452191887
"696",0.9305,1.22005267259964
"697",0.9304,1.22010077702733
"698",0.9303,1.2201488353251
"699",0.9302,1.22019684761561
"700",0.9301,1.22024481402103
"701",0.93,1.22029273466302
"702",0.9299,1.22034060966278
"703",0.9298,1.22038843914098
"704",0.9297,1.22043622321784
"705",0.9296,1.22048396201307
"706",0.9295,1.22053165564593
"707",0.9294,1.22057930423518
"708",0.9293,1.22062690789909
"709",0.9292,1.2206744667555
"710",0.9291,1.22072198092175
"711",0.929,1.22076945051471
"712",0.9289,1.2208168756508
"713",0.9288,1.22086425644597
"714",0.9287,1.22091159301572
"715",0.9286,1.22095888547507
"716",0.9285,1.2210061339386
"717",0.9284,1.22105333852045
"718",0.9283,1.22110049933428
"719",0.9282,1.22114761649333
"720",0.9281,1.22119469011037
"721",0.928,1.22124172029774
"722",0.9279,1.22128870716735
"723",0.9278,1.22133565083065
"724",0.9277,1.22138255139867
"725",0.9276,1.22142940898199
"726",0.9275,1.22147622369079
"727",0.9274,1.22152299563478
"728",0.9273,1.22156972492326
"729",0.9272,1.22161641166513
"730",0.9271,1.22166305596883
"731",0.927,1.22170965794239
"732",0.9269,1.22175621769345
"733",0.9268,1.22180273532919
"734",0.9267,1.2218492109564
"735",0.9266,1.22189564468147
"736",0.9265,1.22194203661037
"737",0.9264,1.22198838684864
"738",0.9263,1.22203469550145
"739",0.9262,1.22208096267355
"740",0.9261,1.22212718846929
"741",0.926,1.22217337299263
"742",0.9259,1.22221951634711
"743",0.9258,1.22226561863591
"744",0.9257,1.22231167996179
"745",0.9256,1.22235770042714
"746",0.9255,1.22240368013393
"747",0.9254,1.22244961918377
"748",0.9253,1.22249551767789
"749",0.9252,1.22254137571712
"750",0.9251,1.22258719340191
"751",0.925,1.22263297083235
"752",0.9249,1.22267870810813
"753",0.9248,1.22272440532858
"754",0.9247,1.22277006259265
"755",0.9246,1.22281567999892
"756",0.9245,1.22286125764561
"757",0.9244,1.22290679563055
"758",0.9243,1.22295229405124
"759",0.9242,1.22299775300479
"760",0.9241,1.22304317258795
"761",0.924,1.22308855289712
"762",0.9239,1.22313389402834
"763",0.9238,1.22317919607727
"764",0.9237,1.22322445913927
"765",0.9236,1.22326968330928
"766",0.9235,1.22331486868195
"767",0.9234,1.22336001535154
"768",0.9233,1.22340512341197
"769",0.9232,1.22345019295684
"770",0.9231,1.22349522407937
"771",0.923,1.22354021687246
"772",0.9229,1.22358517142867
"773",0.9228,1.22363008784021
"774",0.9227,1.22367496619895
"775",0.9226,1.22371980659645
"776",0.9225,1.2237646091239
"777",0.9224,1.2238093738722
"778",0.9223,1.22385410093187
"779",0.9222,1.22389879039315
"780",0.9221,1.22394344234592
"781",0.922,1.22398805687974
"782",0.9219,1.22403263408386
"783",0.9218,1.22407717404719
"784",0.9217,1.22412167685834
"785",0.9216,1.22416614260557
"786",0.9215,1.22421057137686
"787",0.9214,1.22425496325984
"788",0.9213,1.22429931834184
"789",0.9212,1.22434363670988
"790",0.9211,1.22438791845067
"791",0.921,1.2244321636506
"792",0.9209,1.22447637239575
"793",0.9208,1.22452054477191
"794",0.9207,1.22456468086455
"795",0.9206,1.22460878075884
"796",0.9205,1.22465284453964
"797",0.9204,1.22469687229152
"798",0.9203,1.22474086409875
"799",0.9202,1.2247848200453
"800",0.9201,1.22482874021483
"801",0.92,1.22487262469073
"802",0.9199,1.22491647355607
"803",0.9198,1.22496028689364
"804",0.9197,1.22500406478594
"805",0.9196,1.22504780731518
"806",0.9195,1.22509151456327
"807",0.9194,1.22513518661186
"808",0.9193,1.22517882354228
"809",0.9192,1.22522242543561
"810",0.9191,1.22526599237261
"811",0.919,1.22530952443379
"812",0.9189,1.22535302169937
"813",0.9188,1.22539648424928
"814",0.9187,1.22543991216318
"815",0.9186,1.22548330552047
"816",0.9185,1.22552666440024
"817",0.9184,1.22556998888134
"818",0.9183,1.22561327904233
"819",0.9182,1.22565653496149
"820",0.9181,1.22569975671687
"821",0.918,1.22574294438619
"822",0.9179,1.22578609804697
"823",0.9178,1.2258292177764
"824",0.9177,1.22587230365146
"825",0.9176,1.22591535574882
"826",0.9175,1.22595837414492
"827",0.9174,1.22600135891594
"828",0.9173,1.22604431013776
"829",0.9172,1.22608722788606
"830",0.9171,1.2261301122362
"831",0.917,1.22617296326334
"832",0.9169,1.22621578104236
"833",0.9168,1.22625856564786
"834",0.9167,1.22630131715424
"835",0.9166,1.22634403563561
"836",0.9165,1.22638672116585
"837",0.9164,1.22642937381856
"838",0.9163,1.22647199366713
"839",0.9162,1.22651458078469
"840",0.9161,1.2265571352441
"841",0.916,1.22659965711802
"842",0.9159,1.22664214647882
"843",0.9158,1.22668460339866
"844",0.9157,1.22672702794944
"845",0.9156,1.22676942020284
"846",0.9155,1.22681178023027
"847",0.9154,1.22685410810293
"848",0.9153,1.22689640389177
"849",0.9152,1.2269386676675
"850",0.9151,1.22698089950061
"851",0.915,1.22702309946134
"852",0.9149,1.22706526761971
"853",0.9148,1.22710740404549
"854",0.9147,1.22714950880825
"855",0.9146,1.22719158197729
"856",0.9145,1.22723362362172
"857",0.9144,1.22727563381039
"858",0.9143,1.22731761261195
"859",0.9142,1.22735956009481
"860",0.9141,1.22740147632715
"861",0.914,1.22744336137695
"862",0.9139,1.22748521531193
"863",0.9138,1.22752703819962
"864",0.9137,1.22756883010733
"865",0.9136,1.22761059110212
"866",0.9135,1.22765232125086
"867",0.9134,1.22769402062019
"868",0.9133,1.22773568927654
"869",0.9132,1.22777732728611
"870",0.9131,1.22781893471491
"871",0.913,1.2278605116287
"872",0.9129,1.22790205809307
"873",0.9128,1.22794357417337
"874",0.9127,1.22798505993473
"875",0.9126,1.22802651544211
"876",0.9125,1.22806794076021
"877",0.9124,1.22810933595356
"878",0.9123,1.22815070108646
"879",0.9122,1.22819203622303
